Puzzle Difficulty,Elapsed Time (ns)
0.296,2167771
0.272,2083554
0.284,2025302
0.272,3164209
0.284,816099
0.296,1841025
0.284,1959319
0.309,635786
0.284,3169688
0.284,1779823
0.259,3481264
0.284,261567
0.296,630838
0.296,504445
0.284,139279
0.309,1362541
0.321,661364
0.284,1649112
0.259,3390867
0.309,876363
0.333,1459021
0.296,6401205
0.284,1335480
0.321,230088
0.296,955055
0.333,690109
0.296,245069
0.259,2821741
0.284,840718
0.272,904386
0.284,9027176
0.309,1390868
0.309,731789
0.296,1573703
0.284,154279
0.296,1873462
0.259,125690
0.296,2036557
0.309,2639496
0.296,1861105
0.309,2082737
0.272,2786981
0.284,658682
0.296,1587287
0.321,318041
0.309,3065068
0.284,2898415
0.284,1089723
0.272,1432614
0.321,269836
0.296,1314211
0.296,2002775
0.284,911944
0.309,4082759
0.284,11359495
0.284,602300
0.210,4532198
0.309,1519936
0.296,1096572
0.284,625179
0.272,330953
0.284,7784745
0.284,727876
0.259,787496
0.321,2205340
0.284,2213450
0.284,5944418
0.321,332328
0.296,819765
0.296,130100
0.309,597244
0.296,1014148
0.321,1077918
0.284,698390
0.259,1400147
0.309,1216777
0.296,1428990
0.296,5078324
0.272,2274130
0.296,4525583
0.272,9088581
0.296,1418452
0.210,1481889
0.210,31119197
0.210,4298786
0.210,15079255
0.247,5528156
0.259,1536050
0.235,3625255
0.383,391574
0.259,1078975
0.259,1301875
0.259,608540
0.259,2991484
0.259,2750639
0.309,5420086
0.210,1168672
0.346,468664
0.259,1773038
0.259,151085
0.309,738124
0.259,795547
0.259,551771
0.259,2204436
0.259,8333908
0.259,2268480
0.259,799610
0.259,7315394
0.259,91688
0.259,458265
0.259,4098902
0.296,2644205
0.259,4038742
0.210,56223578
0.259,105917
0.259,1742449
0.259,288785
0.259,265788
0.259,702696
0.259,307307
0.296,144648
0.296,2301991
0.259,1302824
0.259,359970
0.321,282008
0.259,3850042
0.259,3406957
0.259,1065693
0.210,132653911
0.309,232623
0.259,2321728
0.259,1068614
0.259,601765
0.259,2850108
0.296,1091232
0.259,1774701
0.259,2437744
0.321,140468
0.210,2705109
0.259,5663993
0.259,510334
0.259,957370
0.259,647244
0.259,1052015
0.296,586378
0.210,70713469
0.333,458020
0.259,296266
0.259,522944
0.259,1277908
0.321,243679
0.259,1375413
0.296,295258
0.259,973018
0.296,680008
0.259,373519
0.259,2858846
0.259,1079426
0.321,791463
0.259,3653937
0.210,16343350
0.259,1126947
0.259,386076
0.259,3228286
0.259,9649801
0.296,2645847
0.259,1551773
0.259,1132599
0.259,3662153
0.259,4053698
0.296,372614
0.259,168103
0.284,369640
0.259,2449416
0.259,172233
0.309,1034355
0.259,1989032
0.259,519062
0.259,433219
0.284,2656806
0.259,557213
0.309,675978
0.210,972791
0.272,2266819
0.284,2838640
0.272,1040029
0.284,5467823
0.284,1875880
0.284,1398629
0.296,1273530
0.284,124432
0.296,1199856
0.296,1581790
0.284,5433697
0.272,875881
0.309,455142
0.296,220482
0.309,2658193
0.296,1046676
0.272,1591301
0.309,1374885
0.309,1937276
0.296,575467
0.272,7813831
0.309,889697
0.296,684706
0.309,642694
0.284,523357
0.284,1501743
0.272,8345882
0.309,151794
0.296,889091
0.321,649921
0.284,807941
0.284,213513
0.321,453481
0.272,482776
0.284,1512047
0.309,1020955
0.272,646268
0.284,6242889
0.296,1129724
0.296,602980
0.296,999221
0.296,493280
0.284,1189585
0.296,3442390
0.284,1050637
0.272,1239174
0.296,1321098
0.296,499787
0.272,250392
0.284,483816
0.284,2597352
0.296,1034870
0.296,90300
0.272,503932
0.259,3451880
0.272,745144
0.284,393329
0.272,787105
0.321,857455
0.210,32621920
0.284,5380229
0.284,1319804
0.284,1063235
0.272,4586137
0.296,928127
0.284,488391
0.284,133717
0.284,1684354
0.296,341314
0.259,2693868
0.284,652069
0.284,649342
0.296,1054034
0.284,1435169
0.321,1218080
0.321,337639
0.272,2391071
0.284,655872
0.210,7112221
0.296,2529686
0.284,691620
0.284,370864
0.309,450778
0.309,1313914
0.296,687133
0.296,301334
0.272,3707067
0.296,2266031
0.284,435345
0.296,221112
0.309,335476
0.296,463944
0.210,15624950
0.272,9499059
0.284,1598366
0.284,881861
0.284,8178662
0.309,695691
0.284,206023
0.296,455169
0.210,4349726
0.210,2989639
0.210,18551092
0.309,778305
0.309,754758
0.284,63549
0.272,211428
0.272,521736
0.272,677517
0.284,1737912
0.259,3902589
0.309,483174
0.296,88633
0.210,138437738
0.296,227171
0.210,292879
0.296,468423
0.309,574787
0.272,347035
0.284,461153
0.284,2429702
0.284,1306172
0.284,199470
0.284,1226576
0.309,373025
0.210,510694
0.272,289343
0.321,398531
0.296,1986961
0.296,2700701
0.296,421201
0.296,619779
0.296,222086
0.284,55531
0.284,1297552
0.309,424543
0.296,140355
0.272,250285
0.284,443451
0.309,522073
0.284,2096881
0.296,1942424
0.284,3072045
0.210,9040068
0.210,5003619
0.210,7047366
0.210,3013582
0.296,564117
0.296,2103038
0.284,2809510
0.284,1831463
0.284,2616059
0.284,4430811
0.296,2674384
0.284,2913128
0.309,72896
0.296,733047
0.284,1386980
0.296,243185
0.309,1275840
0.296,787503
0.296,679451
0.272,544298
0.296,930503
0.321,210602
0.309,207805
0.309,332238
0.284,2328487
0.272,2920010
0.272,1137992
0.309,2061589
0.296,2074732
0.296,715084
0.321,313081
0.284,2513891
0.272,575890
0.296,546759
0.272,537912
0.321,297316
0.284,1854952
0.284,1360398
0.284,475425
0.284,623939
0.309,1507241
0.296,384075
0.284,900004
0.284,833568
0.284,123132
0.284,4623397
0.296,4071146
0.296,429949
0.284,2946457
0.284,2385003
0.296,769176
0.309,880254
0.284,895529
0.284,382828
0.296,431996
0.272,259109
0.284,423246
0.284,2621753
0.272,324748
0.296,1512310
0.272,42306904
0.309,1063094
0.296,962018
0.296,1280756
0.296,1215124
0.296,1710291
0.272,3855034
0.296,288268
0.296,199430
0.284,1791581
0.296,897197
0.296,1312039
0.321,60160
0.296,631743
0.296,241313
0.296,449969
0.284,715997
0.284,11180064
0.272,2980995
0.272,3388621
0.309,524049
0.259,7100671
0.309,2293078
0.296,845864
0.296,644595
0.284,1381012
0.309,721183
0.247,502503
0.284,913492
0.309,203908
0.284,2443671
0.309,2769162
0.284,2295855
0.284,1837145
0.309,1584735
0.284,1085615
0.296,1059278
0.296,871999
0.284,79791
0.296,515662
0.296,426579
0.284,260339
0.272,2346309
0.272,2186340
0.309,2121323
0.296,631486
0.284,1973763
0.284,198153
0.284,1068609
0.284,995212
0.296,481067
0.296,60424
0.284,1877536
0.272,2512277
0.284,773810
0.296,1503999
0.296,417529
0.309,73340
0.284,1343475
0.272,3618829
0.284,1410798
0.309,7447119
0.309,248309
0.284,1284061
0.284,140642
0.284,2288656
0.296,495431
0.321,838192
0.284,3437292
0.296,203773
0.284,1021550
0.296,536214
0.296,252843
0.296,1008369
0.284,4275998
0.284,307427
0.296,760899
0.272,4157874
0.272,1987283
0.272,8345063
0.284,1278868
0.272,1237003
0.284,2056651
0.284,2487957
0.296,3028296
0.296,170487
0.284,1290549
0.296,944344
0.210,16416832
0.235,2639947
0.296,266199
0.210,22875969
0.272,1481506
0.296,476723
0.284,132627
0.296,6019626
0.284,2486202
0.296,361408
0.284,2092916
0.272,492110
0.296,4237840
0.284,1516997
0.284,3015263
0.284,1166841
0.284,419560
0.272,501500
0.296,1752094
0.210,10360525
0.321,358228
0.296,989717
0.309,283418
0.272,3041322
0.284,220531
0.309,455173
0.284,1421009
0.210,8779713
0.296,1894543
0.210,2481354
0.210,29278552
0.272,1013081
0.296,563042
0.321,626928
0.272,358670
0.296,996148
0.321,187158
0.210,4089924
0.210,66414011
0.210,3608785
0.296,126148
0.296,489650
0.284,1059591
0.321,1288567
0.309,1228777
0.272,6082104
0.284,1844228
0.272,74868
0.284,1498686
0.309,148552
0.284,509323
0.296,534097
0.284,245459
0.309,680339
0.309,380865
0.296,2120873
0.296,223198
0.309,1417114
0.296,2549762
0.296,664942
0.284,5438868
0.284,2242706
0.296,542958
0.296,2212507
0.284,547230
0.284,104166
0.284,935620
0.284,171239
0.321,791598
0.296,264347
0.309,5659559
0.284,818902
0.284,2260429
0.296,1091433
0.296,735285
0.321,2287990
0.284,115771
0.321,558775
0.296,2471469
0.272,899653
0.296,723185
0.309,199354
0.296,2713599
0.296,4343194
0.309,1067457
0.284,1560383
0.284,1939511
0.284,1523005
0.284,898020
0.321,763538
0.284,2798294
0.296,311599
0.296,3698432
0.284,421445
0.296,370635
0.296,444043
0.284,1459948
0.296,1047006
0.296,405084
0.321,94978
0.321,62372
0.296,558198
0.284,6137394
0.309,352954
0.309,462825
0.210,21070631
0.284,2743450
0.296,593736
0.296,314750
0.296,1617209
0.210,4250561
0.284,453591
0.284,558555
0.296,2505234
0.296,517727
0.272,165083
0.309,318515
0.309,3236037
0.296,362816
0.272,594088
0.321,324292
0.284,6711280
0.296,2216505
0.284,1917865
0.272,1192512
0.309,313510
0.309,542915
0.296,131594
0.296,1404764
0.309,723924
0.210,127079888
0.321,314550
0.284,758109
0.296,209199
0.296,626357
0.284,2251796
0.309,909529
0.284,688231
0.309,521749
0.284,761270
0.272,194340
0.296,99553
0.284,156734
0.296,632905
0.259,91747
0.309,593983
0.272,743812
0.284,8067612
0.284,1811774
0.296,1029461
0.272,1308266
0.296,977309
0.296,1418060
0.272,3118582
0.296,270270
0.296,513180
0.321,213469
0.272,2942935
0.296,423954
0.284,1775598
0.309,398218
0.259,719187
0.309,716079
0.284,279938
0.296,1271173
0.296,2103725
0.309,514154
0.210,36486633
0.284,2373597
0.284,497435
0.284,1675686
0.321,556589
0.309,733205
0.296,2670520
0.210,198653
0.284,758710
0.210,17515067
0.296,1108679
0.309,138069
0.296,384481
0.272,4492348
0.296,800588
0.296,1063299
0.284,106244
0.284,2100444
0.296,526749
0.284,1021243
0.309,1757413
0.296,449950
0.284,606034
0.284,1512363
0.259,504112
0.321,188779
0.296,1199473
0.284,2064849
0.296,2273534
0.321,472059
0.309,1366944
0.272,578995
0.321,1316507
0.296,2105434
0.284,2291932
0.272,3057544
0.296,1720026
0.321,352912
0.309,224186
0.210,6109852
0.321,687151
0.296,1703113
0.259,780747
0.259,88003
0.284,1628811
0.296,961375
0.272,1037847
0.284,2546191
0.284,2919687
0.309,781204
0.272,2168138
0.321,850194
0.309,1552172
0.284,976812
0.296,298007
0.296,742910
0.296,4743504
0.296,3688383
0.284,2045224
0.309,755155
0.296,634379
0.309,883658
0.309,1638354
0.210,4215708
0.284,1227933
0.296,105422
0.272,539831
0.284,279650
0.284,163567
0.321,1700950
0.309,115283
0.210,13772037
0.309,1371685
0.321,654710
0.321,312930
0.272,547244
0.296,1724252
0.321,286830
0.309,456990
0.296,148936
0.296,105597
0.296,2913347
0.309,1936212
0.296,640201
0.309,217175
0.296,1434957
0.272,7350257
0.296,538728
0.272,973040
0.284,6637391
0.296,1383791
0.296,2021025
0.284,1567936
0.210,13121755
0.210,19243055
0.210,10550872
0.210,21745160
0.296,2574603
0.309,158108
0.272,10900628
0.210,2496480
0.210,7103158
0.284,2912405
0.272,2425819
0.296,1980169
0.284,572492
0.284,613643
0.296,1461484
0.296,1138850
0.309,649978
0.210,20258846
0.284,109261
0.284,1910850
0.284,889008
0.321,96961
0.210,72410066
0.296,4787242
0.284,1316992
0.296,1171698
0.272,317108
0.284,1085636
0.296,905556
0.309,789693
0.296,62180
0.309,748402
0.296,404562
0.272,597778
0.272,6259654
0.309,855762
0.284,807087
0.296,1850562
0.296,916553
0.284,294882
0.296,795425
0.321,1343555
0.284,2977642
0.296,1507377
0.309,415156
0.296,86407
0.309,269530
0.284,16923821
0.309,412894
0.296,1006809
0.309,502464
0.296,1443902
0.296,219212
0.210,120114
0.272,952746
0.296,230772
0.284,1772818
0.284,65931
0.309,398657
0.272,191998
0.296,147682
0.296,149570
0.284,302381
0.259,1879835
0.309,255904
0.321,524896
0.284,544424
0.284,909751
0.296,1771180
0.284,4225128
0.296,666104
0.321,179475
0.296,2940465
0.296,286271
0.272,906840
0.284,837657
0.284,285083
0.284,963622
0.284,1428277
0.272,1929062
0.210,2663688
0.259,2246639
0.272,2338297
0.296,1012257
0.272,1437604
0.296,917260
0.284,853162
0.309,331210
0.284,2045031
0.284,5398943
0.259,4592077
0.309,399665
0.284,3096552
0.296,976322
0.259,3746958
0.309,1279341
0.296,1014532
0.296,821339
0.309,783373
0.210,6567401
0.210,12728034
0.272,396945
0.296,201893
0.272,1023274
0.321,679093
0.284,952839
0.321,345473
0.309,812038
0.296,525133
0.284,762467
0.309,304628
0.284,1215090
0.296,677124
0.284,1446266
0.296,3070290
0.272,2929575
0.284,591983
0.284,343483
0.284,1468284
0.284,3211185
0.284,1410638
0.296,716033
0.296,6116918
0.284,3331113
0.309,1975918
0.284,3897847
0.296,629692
0.284,12207509
0.309,1128782
0.284,995056
0.309,464603
0.284,1949754
0.284,3331500
0.321,1123797
0.296,1834953
0.296,772310
0.284,1424520
0.296,2504653
0.296,507192
0.333,68530
0.309,1396417
0.321,741064
0.284,1470700
0.272,263460
0.272,1113220
0.284,333955
0.284,2822481
0.284,620305
0.296,1457602
0.309,1070913
0.284,1164885
0.284,330798
0.321,675078
0.272,336374
0.296,86888
0.296,875780
0.272,475136
0.284,1592836
0.284,542776
0.321,677649
0.284,433324
0.309,1634393
0.321,475649
0.296,574315
0.309,107839
0.296,121474
0.309,449886
0.272,1273502
0.309,2368738
0.309,2718828
0.296,456789
0.296,318172
0.284,2255410
0.309,1152402
0.296,711476
0.284,117468
0.284,534913
0.296,1533640
0.321,1088554
0.284,194617
0.309,897170
0.309,253863
0.284,1076719
0.284,166406
0.296,608279
0.296,833980
0.272,897110
0.272,3038115
0.284,1358707
0.272,5775675
0.272,2979259
0.284,1587859
0.296,3491224
0.284,506853
0.296,1206116
0.296,1174691
0.296,952254
0.272,1711075
0.309,892857
0.284,1097796
0.296,105884
0.321,505856
0.296,131329
0.284,815131
0.309,209179
0.296,597105
0.296,551883
0.284,428270
0.284,123327
0.296,5212914
0.284,76279
0.296,741965
0.296,115878
0.296,385335
0.272,1312180
0.284,677629
0.296,381025
0.284,1650325
0.284,211931
0.309,134504
0.321,542354
0.272,823269
0.296,640073
0.309,527127
0.296,8617340
0.296,121421
0.309,472778
0.284,821443
0.296,1147745
0.284,831561
0.296,764271
0.309,1395704
0.296,1979473
0.272,3380308
0.296,419829
0.296,268093
0.296,155527
0.296,3562573
0.284,2122986
0.296,1480601
0.296,272238
0.259,4712700
0.309,787428
0.272,189555
0.333,297012
0.296,1223060
0.321,679951
0.296,667640
0.284,2740603
0.272,1221374
0.284,828354
0.272,287522
0.296,1507320
0.296,1214657
0.272,2276073
0.272,3155421
0.284,1666835
0.309,108408
0.309,226179
0.296,2717720
0.296,1070348
0.296,459476
0.296,211868
0.296,1058679
0.296,849975
0.284,3547845
0.296,170381
0.321,776829
0.309,135653
0.284,377468
0.284,752349
0.296,524120
0.309,749418
0.272,2810117
0.296,916789
0.309,157608
0.284,2231493
0.296,259394
0.284,257833
0.296,380178
0.309,556610
0.296,2602191
0.284,2265994
0.284,801727
0.296,413734
0.296,1246622
0.296,1177773
0.272,8056832
0.284,885605
0.284,682760
0.284,403956
0.309,385672
0.272,2281290
0.284,431968
0.296,855761
0.210,3344954
0.296,1277039
0.296,1382811
0.296,1399334
0.296,829960
0.309,1220819
0.284,1453812
0.309,2574037
0.309,940273
0.296,2594258
0.284,844975
0.296,330228
0.309,2320113
0.309,380634
0.296,102638
0.309,692991
0.309,1800734
0.309,679665
0.272,3898524
0.272,3766769
0.309,1828169
0.296,962455
0.296,99387
0.272,4363869
0.309,395771
0.296,2947336
0.284,2680053
0.296,620335
0.296,1184269
0.210,69207468
0.284,947010
0.272,470743
0.259,10672294
0.284,734457
0.284,1638562
0.272,148480
0.284,673747
0.309,1077255
0.284,712432
0.296,135847
0.296,411885
0.309,1507807
0.309,823971
0.272,1045684
0.272,2045713
0.272,533839
0.284,935856
0.309,124840
0.296,613791
0.296,1303291
0.272,887925
0.309,99312
0.272,923057
0.309,187732
0.296,1176102
0.296,261461
0.296,6913642
0.296,1046207
0.296,709116
0.272,1337740
0.296,1478423
0.259,3217275
0.296,4743993
0.296,2130655
0.296,1073947
0.284,393829
0.259,7440893
0.321,319137
0.309,348440
0.296,1354668
0.309,214340
0.296,1520135
0.284,6835215
0.284,1430014
0.309,488155
0.296,525162
0.272,2413438
0.272,209589
0.296,2798263
0.284,6694836
0.284,2296750
0.284,2130888
0.296,1146254
0.284,2115628
0.296,1160398
0.284,314588
0.296,374152
0.309,1682877
0.272,1599652
0.296,3186214
0.284,186133
0.296,1250241
0.296,219493
0.296,612457
0.259,3130218
0.296,620652
0.296,581219
0.296,3204483
0.284,274574
0.272,1807678
0.284,3112884
0.284,6834075
0.309,1714971
0.296,448983
0.284,200183
0.284,460415
0.296,385099
0.284,1564262
0.284,117162
0.284,1434098
0.296,479151
0.284,2550730
0.284,2218805
0.296,3458306
0.309,1129566
0.296,1324000
0.321,1050934
0.309,1660308
0.296,1562537
0.272,817508
0.296,59702
0.259,1235077
0.296,332433
0.284,265250
0.296,637748
0.284,4123624
0.284,784013
0.309,745071
0.296,191474
0.309,277713
0.296,562601
0.296,129171
0.296,55220
0.284,3792442
0.284,2461346
0.296,2787541
0.296,536408
0.284,341451
0.309,718968
0.321,141333
0.284,2313557
0.296,3907380
0.272,2038757
0.296,599626
0.309,202211
0.296,3866909
0.296,455730
0.272,568969
0.284,1657802
0.284,1166489
0.284,3874099
0.309,951270
0.309,465257
0.296,1737975
0.272,875916
0.296,1028710
0.309,76502
0.296,1131758
0.284,1033938
0.284,244138
0.296,411910
0.296,3243310
0.284,393142
0.210,7241392
0.284,1141032
0.284,361972
0.296,2691221
0.272,686792
0.296,11564652
0.309,1538546
0.272,276080
0.296,823263
0.272,3801332
0.296,821121
0.296,417474
0.272,368574
0.296,464994
0.296,3861361
0.259,1813992
0.309,143671
0.309,391374
0.284,5670152
0.284,2041383
0.284,123243
0.272,1109329
0.321,87081
0.296,794403
0.272,4270764
0.284,2448300
0.296,2021210
0.296,218169
0.321,510319
0.210,179630
0.309,800746
0.296,2047050
0.296,159688
0.296,787671
0.284,1450169
0.309,785506
0.309,547267
0.296,986615
0.210,19691571
0.284,171115
0.284,219322
0.333,2342753
0.296,967963
0.272,1106611
0.309,186149
0.284,181630
0.296,2642875
0.272,8954902
0.309,194974
0.272,1384410
0.210,7383754
0.284,7893218
0.296,478766
0.210,8658614
0.296,1089283
0.284,639846
0.272,2343668
0.284,523743
0.284,373804
0.296,2970863
0.296,1554858
0.284,306824
0.272,6178427
0.296,417921
0.309,1848483
0.309,2043584
0.321,912752
0.296,529510
0.284,1832145
0.259,3845010
0.272,2041145
0.210,3537495
0.296,293978
0.272,420389
0.309,760876
0.284,401548
0.296,3129671
0.272,458890
0.309,135088
0.296,627517
0.284,753407
0.296,510021
0.272,5620634
0.272,148772
0.284,2760525
0.210,663462
0.296,867326
0.284,227075
0.284,924913
0.210,2112284
0.284,1566774
0.296,1516393
0.296,3914710
0.272,1224737
0.309,158555
0.296,360191
0.284,4531018
0.272,167149
0.272,696194
0.296,658583
0.284,2070925
0.284,2873040
0.272,2351955
0.210,414290
0.284,98181
0.272,975060
0.210,191791
0.296,4093754
0.210,109547139
0.210,17113283
0.284,9838091
0.284,98066
0.284,263094
0.296,1358234
0.309,636690
0.284,1196072
0.235,3934470
0.284,1774198
0.296,326983
0.296,1381325
0.296,322934
0.309,436942
0.296,648129
0.309,472558
0.296,1417822
0.284,5544310
0.309,655722
0.296,462488
0.309,628615
0.210,128021438
0.309,287068
0.272,111141
0.284,434976
0.309,408940
0.296,268347
0.296,434860
0.296,308051
0.296,334023
0.296,96419
0.296,918856
0.284,815742
0.296,837863
0.284,1005092
0.284,177367
0.296,94996
0.321,234229
0.309,128683
0.296,1332314
0.272,429821
0.296,344893
0.272,120899
0.296,330654
0.309,99863
0.321,289990
0.284,269196
0.309,1221503
0.284,1004767
0.284,1705860
0.309,303210
0.309,511317
0.259,630650
0.259,540232
0.284,129752
0.284,4284722
0.321,160046
0.296,510810
0.284,458364
0.296,2042699
0.296,1374205
0.272,185165
0.321,122991
0.296,973773
0.296,775834
0.284,489753
0.309,129876
0.321,1557857
0.309,3236055
0.272,309978
0.284,757008
0.296,324068
0.309,353870
0.321,559566
0.272,481366
0.296,3681016
0.296,600046
0.296,3453635
0.284,540087
0.284,168074
0.296,221540
0.296,2985166
0.321,837560
0.284,1297084
0.284,206840
0.284,2256105
0.309,317643
0.284,882934
0.296,4409658
0.296,712552
0.309,512687
0.296,609184
0.296,4251809
0.296,2008597
0.284,5596012
0.296,886981
0.296,268600
0.284,1387986
0.284,3095872
0.309,2151282
0.309,1571609
0.296,144143
0.309,1011651
0.296,1836485
0.284,452221
0.284,953193
0.309,1160212
0.284,534376
0.309,138077
0.284,2410074
0.309,742576
0.272,5705298
0.296,614843
0.309,821765
0.321,339854
0.284,1361961
0.284,145193
0.309,607849
0.296,86233
0.321,1058846
0.296,1510840
0.296,7658720
0.296,919274
0.309,2391241
0.296,447036
0.296,235366
0.309,709068
0.321,126313
0.284,5166543
0.309,4397404
0.296,1469462
0.284,164947
0.284,2721551
0.272,1290165
0.296,217399
0.284,4841409
0.296,1808558
0.284,911373
0.272,3971741
0.309,536245
0.259,3262134
0.296,479863
0.272,3966843
0.284,322659
0.309,1628218
0.284,4227326
0.284,3391132
0.296,1275639
0.296,247170
0.309,146819
0.284,1288561
0.284,1278561
0.309,1087171
0.284,1017289
0.284,170413
0.284,942776
0.296,408785
0.296,1993450
0.296,138546
0.296,1559164
0.296,1197677
0.284,2282650
0.296,891881
0.296,1472810
0.296,1173798
0.284,210992
0.321,2040072
0.296,763305
0.284,373915
0.296,151073
0.321,377221
0.284,768431
